id,serial_number,tax_type,incentive _category,incentive _subcategory,incentive_items,qualification,incentive_method,incentive_name,detailed_rules,detailed_terms,keywords,legal_basis,special_notes,explanation,effective_date,expiry_date,applicable_region,policy_status,industry_scope,enterprise_type,discount_rate,application_process,required_documents,data_source,data_quality,last_verified_date,created_at,updated_at,tags
1426,1426,契税,支持金融资本市场,金融市场,按规定改制的外商独资银行承受原外国银行分行的房屋权属免征契税,,免征,按规定改制的外商独资银行承受原外国银行分行的房屋权属免征契税,,第三条,支持金融资本市场 按规定改制的外商独资银行承受原外国银行分行的房屋权属免征契税 契税,《财政部 税务总局关于契税法实施后有关优惠政策衔接问题的公告》 财政部 税务总局公告2021年第29号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1427,1427,契税,支持金融资本市场,金融市场,银行业金融机构接收经法院判决裁定或仲裁机构仲裁的抵债不动产免征契税,,免征,银行业金融机构接收经法院判决裁定或仲裁机构仲裁的抵债不动产免征契税,,第三条,支持金融资本市场 银行业金融机构接收经法院判决裁定或仲裁机构仲裁的抵债不动产免征契税 契税,《财政部 税务总局关于继续实施银行业金融机构、金融资产管理公司不良债权以物抵债有关税收政策的公告》  财政部 税务总局公告2023年第35号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1428,1428,契税,支持金融资本市场,金融市场,金融资产管理公司承接银行业金融机构不良债权涉及的抵债不动产免征契税,,免征,金融资产管理公司承接银行业金融机构不良债权涉及的抵债不动产免征契税,,第三条,支持金融资本市场 金融资产管理公司承接银行业金融机构不良债权涉及的抵债不动产免征契税 契税,《财政部 税务总局关于继续实施银行业金融机构、金融资产管理公司不良债权以物抵债有关税收政策的公告》  财政部 税务总局公告2023年第35号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1429,1429,契税,支持金融资本市场,资本市场,4家金融资产公司按规定收购、承接和处置政策性剥离不良资产免征契税,,免征,4家金融资产公司按规定收购、承接和处置政策性剥离不良资产免征契税,,第二条第3款,支持金融资本市场 契税 4家金融资产公司按规定收购、承接和处置政策性剥离不良资产免征契税,"《财政部 国家税务总局关于中国信达等4家金融资产管理公司税收政策问题的通知》 财税〔2001〕10号；关联条款：1.《财政部 国家税务总局关于4家资产管理公司接收资本金项下的资产在办理过户时有关税收政策问题的通知》财税〔2003〕21号,第一条
2.《财政部 国家税务总局关于中国东方资产管理公司处置港澳国际（集团）有限公司有关资产税收政策问题的通知》 财税〔2003〕212号,第二条第2项，第三条第3项、第四条第3项",,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1430,1430,契税,支持三农,农村建设,农村集体经济组织股份制改革免征契税,,免征,农村集体经济组织股份制改革免征契税,,第一条,农村集体经济组织股份制改革免征契税 契税 支持三农,《财政部 税务总局关于支持农村集体产权制度改革有关税收政策的通知》 财税〔2017〕55号 ,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1431,1431,契税,支持三农,农村建设,农村集体经济组织清产核资免征契税,,免征,农村集体经济组织清产核资免征契税,,第二条第一款,农村集体经济组织清产核资免征契税 契税 支持三农,《财政部 税务总局关于支持农村集体产权制度改革有关税收政策的通知》 财税〔2017〕55号 ,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1432,1432,契税,支持三农,农村建设,农村饮水工程承受土地使用权免征契税,,免征,农村饮水工程承受土地使用权免征契税,,第一条,农村饮水工程承受土地使用权免征契税 契税 支持三农,《财政部 税务总局关于继续实施农村饮水安全工程税收优惠政策的公告》 财政部 税务总局公告2023年第58号；关联条款：《财政部 税务总局关于延长部分税收优惠政策执行期限的公告》 财政部 税务总局公告2021年第6号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1433,1433,契税,支持三农,其他,承受荒山荒地荒滩土地使用权用于农林牧渔业生产免征契税,,免征,承受荒山荒地荒滩土地使用权用于农林牧渔业生产免征契税,,第六条第（三）项,承受荒山荒地荒滩土地使用权用于农林牧渔业生产免征契税 契税 支持三农,《中华人民共和国契税法》（中华人民共和国主席令第五十二号）,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1434,1434,契税,支持文化教育体育,文化,经营性文化事业单位转制涉及契税按规定享受优惠政策,,免征,经营性文化事业单位转制涉及契税按规定享受优惠政策,,第一条第（四）项,经营性文化事业单位转制涉及契税按规定享受优惠政策 支持文化教育体育 契税,《财政部 税务总局 中央宣传部关于延续实施文化体制改革中经营性文化事业单位转制为企业有关税收政策的公告》 财政部 税务总局 中央宣传部公告2023年第71号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1435,1435,契税,支持其他各项事业,其他,符合法律规定的外国驻华使馆、领事馆和国家组织驻华代表机构承受土地房屋免征契税,,免征,符合法律规定的外国驻华使馆、领事馆和国家组织驻华代表机构承受土地房屋免征契税,,第六条第（六）项,契税 符合法律规定的外国驻华使馆、领事馆和国家组织驻华代表机构承受土地房屋免征契税 支持其他各项事业,《中华人民共和国契税法》（中华人民共和国主席令第五十二号）,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1436,1436,契税,支持其他各项事业,其他,售后回租期满承租人回购原房屋、土地权属免征契税,,免征,售后回租期满承租人回购原房屋、土地权属免征契税,,第一条,契税 支持其他各项事业 售后回租期满承租人回购原房屋、土地权属免征契税,《财政部 国家税务总局关于企业以售后回租方式进行融资等有关契税政策的通知》 财税〔2012〕82号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1437,1437,契税,支持其他各项事业,其他,个人购买经济适用住房减半征收契税,,减征,个人购买经济适用住房减半征收契税,,第一条第（六）款,契税 支持其他各项事业 个人购买经济适用住房减半征收契税,《财政部 国家税务总局关于廉租住房经济适用住房和住房租赁有关税收政策的通知》 财税〔2008〕24号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1438,1438,契税,支持其他各项事业,其他,个人房屋被征收用补偿款新购房屋免征契税,,免征,个人房屋被征收用补偿款新购房屋免征契税,,第三条,个人房屋被征收用补偿款新购房屋免征契税 契税 支持其他各项事业,《财政部 国家税务总局关于企业以售后回租方式进行融资等有关契税政策的通知》 财税〔2012〕82号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1439,1439,契税,支持其他各项事业,其他,个人房屋征收房屋调换免征契税,,免征,个人房屋征收房屋调换免征契税,,第三条,契税 个人房屋征收房屋调换免征契税 支持其他各项事业,《财政部 国家税务总局关于企业以售后回租方式进行融资等有关契税政策的通知》 财税〔2012〕82号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1440,1440,契税,支持其他各项事业,其他,个体工商户、合伙企业与其经营者个人之间转移房屋土地权属免征契税,,免征,个体工商户、合伙企业与其经营者个人之间转移房屋土地权属免征契税,,第六条,个体工商户、合伙企业与其经营者个人之间转移房屋土地权属免征契税 契税 支持其他各项事业,《财政部 国家税务总局关于企业以售后回租方式进行融资等有关契税政策的通知》 财税〔2012〕82号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1441,1441,契税,支持其他各项事业,其他,非营利性的学校、医疗机构、社会福利机构承受土地房屋用于办公、教学、医疗、科研、养老、救助免征契税,,免征,非营利性的学校、医疗机构、社会福利机构承受土地房屋用于办公、教学、医疗、科研、养老、救助免征契税,,第六条第（二）项,契税 非营利性的学校、医疗机构、社会福利机构承受土地房屋用于办公、教学、医疗、科研、养老、救助免征契税 支持其他各项事业,《中华人民共和国契税法》（中华人民共和国主席令第五十二号）,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1442,1442,契税,支持其他各项事业,其他,国家机关、事业单位、社会团体、军事单位承受用于办公、教学、医疗、科研和军事设施的土地房屋免征契税,,免征,国家机关、事业单位、社会团体、军事单位承受用于办公、教学、医疗、科研和军事设施的土地房屋免征契税,,第六条第（一）项,契税 支持其他各项事业 国家机关、事业单位、社会团体、军事单位承受用于办公、教学、医疗、科研和军事设施的土地房屋免征契税,《中华人民共和国契税法》（中华人民共和国主席令第五十二号）,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1443,1443,契税,支持其他各项事业,其他,银监会各级派出机构承受中国人民银行各分支行无偿划转土地房屋用于办公设施免征契税,,免征,银监会各级派出机构承受中国人民银行各分支行无偿划转土地房屋用于办公设施免征契税,,第一条,银监会各级派出机构承受中国人民银行各分支行无偿划转土地房屋用于办公设施免征契税 契税 支持其他各项事业,《财政部 国家税务总局关于银监会各级派出机构从中国人民银行各分行支行划拨房屋土地有关税收问题的函》 财税〔2005〕149号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1444,1444,契税,支持其他各项事业,其他,外交部确认的外交人员承受土地、房屋权属免征契税,,免征,外交部确认的外交人员承受土地、房屋权属免征契税,,第十五条（三）款,契税 支持其他各项事业 外交部确认的外交人员承受土地、房屋权属免征契税,《中华人民共和国契税暂行条例细则》 财法字〔1997〕52号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1445,1445,,支持其他各项事业,其他,其他,,免征,其他,,,其他,其他,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1446,1446,环境保护税,节能环保,资源综合利用,农业生产（不包括规模化养殖）排放应税污染物的暂予免征环境保护税,,免征,农业生产（不包括规模化养殖）排放应税污染物的暂予免征环境保护税,,第十二条第（一）款,环境保护税 农业生产（不包括规模化养殖）排放应税污染物的暂予免征环境保护税 节能环保,《中华人民共和国环境保护税法》 中华人民共和国主席令第61号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1447,1447,环境保护税,节能环保,资源综合利用,机动车、铁路机车、非道路移动机械、船舶和航空器等流动污染源排放应税污染物的暂予免征环境保护税,,免征,机动车、铁路机车、非道路移动机械、船舶和航空器等流动污染源排放应税污染物的暂予免征环境保护税,,第十二条第（二）款,机动车、铁路机车、非道路移动机械、船舶和航空器等流动污染源排放应税污染物的暂予免征环境保护税 环境保护税 节能环保,《中华人民共和国环境保护税法》 中华人民共和国主席令第61号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1448,1448,环境保护税,节能环保,资源综合利用,依法设立的城乡污水集中处理、生活垃圾集中处理场所排放相应应税污染物，不超过国家和地方规定的排放标准的暂予免征环境保护税,,免征,依法设立的城乡污水集中处理、生活垃圾集中处理场所排放相应应税污染物，不超过国家和地方规定的排放标准的暂予免征环境保护税,,第十二条第（三）款,依法设立的城乡污水集中处理、生活垃圾集中处理场所排放相应应税污染物，不超过国家和地方规定的排放标准的暂予免征环境保护税 环境保护税 节能环保,《中华人民共和国环境保护税法》 中华人民共和国主席令第61号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1449,1449,环境保护税,节能环保,资源综合利用,纳税人综合利用的固体废物，符合国家和地方环境保护标准的暂予免征环境保护税,,免征,纳税人综合利用的固体废物，符合国家和地方环境保护标准的暂予免征环境保护税,,第十二条第（四）款,环境保护税 纳税人综合利用的固体废物，符合国家和地方环境保护标准的暂予免征环境保护税 节能环保,《中华人民共和国环境保护税法》 中华人民共和国主席令第61号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1450,1450,环境保护税,节能环保,资源综合利用,国务院批准免税的其他情形暂予免征环境保护税,,免征,国务院批准免税的其他情形暂予免征环境保护税,,第十二条第（五）款,国务院批准免税的其他情形暂予免征环境保护税 环境保护税 节能环保,《中华人民共和国环境保护税法》 中华人民共和国主席令第61号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1451,1451,环境保护税,节能环保,资源综合利用,纳税人排放应税大气污染物或者水污染物的浓度值低于国家和地方规定的污染物排放标准百分之三十的减征环境保护税,,减征,纳税人排放应税大气污染物或者水污染物的浓度值低于国家和地方规定的污染物排放标准百分之三十的减征环境保护税,,第十三条,纳税人排放应税大气污染物或者水污染物的浓度值低于国家和地方规定的污染物排放标准百分之三十的减征环境保护税 环境保护税 节能环保,《中华人民共和国环境保护税法》 中华人民共和国主席令第61号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1452,1452,环境保护税,节能环保,资源综合利用,纳税人排放应税大气污染物或者水污染物的浓度值低于国家和地方规定的污染物排放标准百分之五十的减征环境保护税,,减征,纳税人排放应税大气污染物或者水污染物的浓度值低于国家和地方规定的污染物排放标准百分之五十的减征环境保护税,,第十三条,环境保护税 纳税人排放应税大气污染物或者水污染物的浓度值低于国家和地方规定的污染物排放标准百分之五十的减征环境保护税 节能环保,《中华人民共和国环境保护税法》 中华人民共和国主席令第61号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1453,1453,国家重大水利工程建设基金  ,改善民生,住房,对城市棚户区改造项目，按照财政部规定免收水利建设基金,,免征,对城市棚户区改造项目，按照财政部规定免收水利建设基金,,第五条第一款,对城市棚户区改造项目，按照财政部规定免收水利建设基金 改善民生 国家重大水利工程建设基金,《财政部关于做好城市棚户区改造相关工作的通知》 财综〔2015〕57号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1454,1454,国家重大水利工程建设基金  ,节能环保,电力建设,分布式光伏发电自发自用电量免收国家重大水利工程建设基金,,免征,分布式光伏发电自发自用电量免收国家重大水利工程建设基金,,,分布式光伏发电自发自用电量免收国家重大水利工程建设基金 节能环保 国家重大水利工程建设基金,《财政部关于对分布式光伏发电自发自用电量免征政府性基金有关问题的通知》 财综〔2013〕103号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1455,1455,可再生能源发展基金,节能环保,电力建设,分布式光伏发电自发自用电量免收可再生能源电价附加,,免征,分布式光伏发电自发自用电量免收可再生能源电价附加,,,可再生能源发展基金 分布式光伏发电自发自用电量免收可再生能源电价附加 节能环保,《财政部关于对分布式光伏发电自发自用电量免征政府性基金有关问题的通知》 财综〔2013〕103号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1456,1456,大中型水库移民后期扶持基金,节能环保,电力建设,分布式光伏发电自发自用电量免收大中型水库移民后期扶持基金,,免征,分布式光伏发电自发自用电量免收大中型水库移民后期扶持基金,,,大中型水库移民后期扶持基金 节能环保 分布式光伏发电自发自用电量免收大中型水库移民后期扶持基金,《财政部关于对分布式光伏发电自发自用电量免征政府性基金有关问题的通知》 财综〔2013〕103号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1457,1457,大中型水库移民后期扶持基金,节能环保,电力建设,省级电网企业网间销售电量免征大中型水库移民后期扶持基金,,免征,省级电网企业网间销售电量免征大中型水库移民后期扶持基金,,第六条第(二)款,省级电网企业网间销售电量免征大中型水库移民后期扶持基金 大中型水库移民后期扶持基金 节能环保,《财政部关于印发<财政监督专员办事处大中型水库移民后期扶持基金征收管理操作规程>的通知》 财监〔2006〕95号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1458,1458,大中型水库移民后期扶持基金,支持三农,农村建设,农业生产用电量免征大中型水库移民后期扶持基金,,免征,农业生产用电量免征大中型水库移民后期扶持基金,,第六条第(一)款,农业生产用电量免征大中型水库移民后期扶持基金 支持三农 大中型水库移民后期扶持基金,《财政部关于印发<财政监督专员办事处大中型水库移民后期扶持基金征收管理操作规程>的通知》 财监〔2006〕95号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1459,1459,大中型水库移民后期扶持基金,支持其他各项事业,其他,经国务院批准可以免除交纳大中型水库移民后期扶持基金的其他电量,,免征,经国务院批准可以免除交纳大中型水库移民后期扶持基金的其他电量,,第六条第(三)款,大中型水库移民后期扶持基金 经国务院批准可以免除交纳大中型水库移民后期扶持基金的其他电量 支持其他各项事业,《财政部关于印发<财政监督专员办事处大中型水库移民后期扶持基金征收管理操作规程>的通知》 财监〔2006〕95号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1460,1460,农网还贷资金,节能环保,电力建设,分布式光伏发电自发自用电量免收农网还贷资金,,免征,分布式光伏发电自发自用电量免收农网还贷资金,,,农网还贷资金 节能环保 分布式光伏发电自发自用电量免收农网还贷资金,《财政部关于对分布式光伏发电自发自用电量免征政府性基金有关问题的通知》 财综〔2013〕103号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1461,1461,农网还贷资金,支持三农,农村建设,农业排灌、抗灾救灾及氮肥、磷肥、钾肥和原化工部颁发生产许可证的复合肥生产用电免征农网还贷资金,,免征,农业排灌、抗灾救灾及氮肥、磷肥、钾肥和原化工部颁发生产许可证的复合肥生产用电免征农网还贷资金,,第三条第(一)款,农网还贷资金 农业排灌、抗灾救灾及氮肥、磷肥、钾肥和原化工部颁发生产许可证的复合肥生产用电免征农网还贷资金 支持三农,《财政部关于印发农网还贷资金征收使用管理办法的通知》 财企〔2001〕820号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1462,1462,农网还贷资金,转制升级,企业发展,国有重点煤炭企业生产用电、核工业铀扩散厂和堆化工厂生产用电农网还贷资金三厘每千瓦时,,免征,国有重点煤炭企业生产用电、核工业铀扩散厂和堆化工厂生产用电农网还贷资金三厘每千瓦时,,"第三条第(三)款
",农网还贷资金 转制升级 国有重点煤炭企业生产用电、核工业铀扩散厂和堆化工厂生产用电农网还贷资金三厘每千瓦时,《财政部关于印发农网还贷资金征收使用管理办法的通知》 财企〔2001〕820号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1463,1463,残疾人就业保障金,改善民生,再就业扶持,残保金调整为分档征收,,免征,残保金调整为分档征收,,第一条,改善民生 残疾人就业保障金 残保金调整为分档征收,《财政部关于延续实施残疾人就业保障金优惠政策的公告》 财政部公告2023年第8号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1464,1464,残疾人就业保障金,促进小微企业发展,其他,在职职工总数30人（含）以下暂免征收残保金,,免征,在职职工总数30人（含）以下暂免征收残保金,,第二条,残疾人就业保障金 促进小微企业发展 在职职工总数30人（含）以下暂免征收残保金,《财政部关于延续实施残疾人就业保障金优惠政策的公告》 财政部公告2023年第8号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1465,1465,教育费附加,改善民生,住房,保障性住房项目免收各项行政事业性收费和政府性基金,,免征,保障性住房项目免收各项行政事业性收费和政府性基金,,第五条,教育费附加 改善民生 保障性住房项目免收各项行政事业性收费和政府性基金,《财政部 税务总局 住房城乡建设部关于保障性住房有关税费政策的公告》 财政部 税务总局 住房城乡建设部公告2023年第70号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1466,1466,教育费附加,改善民生,住房,对城市棚户区改造项目，按照财政部规定免收教育费附加,,免征,对城市棚户区改造项目，按照财政部规定免收教育费附加,,第五条第一款,对城市棚户区改造项目，按照财政部规定免收教育费附加 教育费附加 改善民生,《财政部关于做好城市棚户区改造相关工作的通知》 财综〔2015〕57号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1467,1467,教育费附加,改善民生,军转择业,退役士兵从事个体经营扣减教育费附加优惠,,免征,退役士兵从事个体经营扣减教育费附加优惠,,第一条,退役士兵从事个体经营扣减教育费附加优惠 教育费附加 改善民生,《财政部 税务总局 退役军人事务部关于进一步扶持自主就业退役士兵创业就业有关税收政策的公告》 财政部 税务总局 退役军人事务部公告2023年第14号；关联条款：《财政部 税务总局关于延长部分税收优惠政策执行期限的公告》  财政部 税务总局公告2022年第4号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1468,1468,教育费附加,改善民生,军转择业,企业招用退役士兵扣减教育费附加优惠,,免征,企业招用退役士兵扣减教育费附加优惠,,第二条,教育费附加 改善民生 企业招用退役士兵扣减教育费附加优惠,《财政部 税务总局 退役军人事务部关于进一步扶持自主就业退役士兵创业就业有关税收政策的公告》 财政部 税务总局 退役军人事务部公告2023年第14号；关联条款：《财政部 税务总局关于延长部分税收优惠政策执行期限的公告》  财政部 税务总局公告2022年第4号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1469,1469,教育费附加,改善民生,再就业扶持,脱贫人口从事个体经营扣减教育费附加,,免征,脱贫人口从事个体经营扣减教育费附加,,第一条,脱贫人口从事个体经营扣减教育费附加 教育费附加 改善民生,《财政部 税务总局 人力资源社会保障部 农业农村部关于进一步支持重点群体创业就业有关税收政策的公告》 财政部 税务总局 人力资源社会保障部 农业农村部公告2023年第15号；关联条款：《财政部 税务总局 人力资源社会保障部 国家乡村振兴局关于延长部分扶贫税收优惠政策执行期限的公告》 财政部 税务总局 人力资源社会保障部 国家乡村振兴局公告2021年第18号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1470,1470,教育费附加,改善民生,再就业扶持,登记失业半年以上人员，零就业家庭、享受城市低保登记失业人员，毕业年度内高校毕业生从事个体经营扣减教育费附加,,免征,登记失业半年以上人员，零就业家庭、享受城市低保登记失业人员，毕业年度内高校毕业生从事个体经营扣减教育费附加,,第一条,教育费附加 改善民生 登记失业半年以上人员，零就业家庭、享受城市低保登记失业人员，毕业年度内高校毕业生从事个体经营扣减教育费附加,《财政部 税务总局 人力资源社会保障部 农业农村部关于进一步支持重点群体创业就业有关税收政策的公告》 财政部 税务总局 人力资源社会保障部 农业农村部公告2023年第15号；关联条款：《财政部 税务总局 人力资源社会保障部 国家乡村振兴局关于延长部分扶贫税收优惠政策执行期限的公告》 财政部 税务总局 人力资源社会保障部 国家乡村振兴局公告2021年第18号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1471,1471,教育费附加,改善民生,再就业扶持,企业招用脱贫人口就业扣减教育费附加,,免征,企业招用脱贫人口就业扣减教育费附加,,第二条,教育费附加 改善民生 企业招用脱贫人口就业扣减教育费附加,《财政部 税务总局 人力资源社会保障部 农业农村部关于进一步支持重点群体创业就业有关税收政策的公告》 财政部 税务总局 人力资源社会保障部 农业农村部公告2023年第15号；关联条款：《财政部 税务总局 人力资源社会保障部 国家乡村振兴局关于延长部分扶贫税收优惠政策执行期限的公告》 财政部 税务总局 人力资源社会保障部 国家乡村振兴局公告2021年第18号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1472,1472,教育费附加,改善民生,再就业扶持,企业招用登记失业半年以上人员就业扣减教育费附加,,免征,企业招用登记失业半年以上人员就业扣减教育费附加,,第二条,企业招用登记失业半年以上人员就业扣减教育费附加 教育费附加 改善民生,《财政部 税务总局 人力资源社会保障部 农业农村部关于进一步支持重点群体创业就业有关税收政策的公告》 财政部 税务总局 人力资源社会保障部 农业农村部公告2023年第15号；关联条款：《财政部 税务总局 人力资源社会保障部 国家乡村振兴局关于延长部分扶贫税收优惠政策执行期限的公告》 财政部 税务总局 人力资源社会保障部 国家乡村振兴局公告2021年第18号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1473,1473,教育费附加,促进小微企业发展,未达起征点,按月纳税的月销售额或营业额不超过10万元缴纳义务人免征教育费附加,,免征,按月纳税的月销售额或营业额不超过10万元缴纳义务人免征教育费附加,,第一条,按月纳税的月销售额或营业额不超过10万元缴纳义务人免征教育费附加 教育费附加 促进小微企业发展,《财政部 国家税务总局关于扩大有关政府性基金免征范围的通知》 财税〔2016〕12号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1474,1474,教育费附加,促进小微企业发展,其他,增值税小规模纳税人教育费附加减征,,减征,增值税小规模纳税人教育费附加减征,,第二条,增值税小规模纳税人教育费附加减征 教育费附加 促进小微企业发展,《财政部 税务总局关于进一步支持小微企业和个体工商户发展有关税费政策的公告》  财政部 税务总局公告2023年第12号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1475,1475,教育费附加,促进小微企业发展,其他,个体工商户教育费附加减征,,减征,个体工商户教育费附加减征,,第二条,教育费附加 个体工商户教育费附加减征 促进小微企业发展,《财政部 税务总局关于进一步支持小微企业和个体工商户发展有关税费政策的公告》  财政部 税务总局公告2023年第12号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1476,1476,教育费附加,促进小微企业发展,其他,小型微利企业教育费附加减征,,减征,小型微利企业教育费附加减征,,第二条,小型微利企业教育费附加减征 教育费附加 促进小微企业发展,《财政部 税务总局关于进一步支持小微企业和个体工商户发展有关税费政策的公告》  财政部 税务总局公告2023年第12号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1477,1477,教育费附加,节能环保,资源综合利用,国家重大水利工程建设基金免征教育费附加,,免征,国家重大水利工程建设基金免征教育费附加,,,国家重大水利工程建设基金免征教育费附加 教育费附加 节能环保,《财政部 国家税务总局关于免征国家重大水利工程建设基金的城市维护建设税和教育费附加的通知》 财税〔2010〕44号,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
1478,1478,教育费附加,支持金融资本市场,资本市场,会员单位购入标准黄金用于投资性用途的，交易所实行增值税即征即退，同时免征教育费附加,,免征,会员单位购入标准黄金用于投资性用途的，交易所实行增值税即征即退，同时免征教育费附加,,第一条第一款,支持金融资本市场 会员单位购入标准黄金用于投资性用途的，交易所实行增值税即征即退，同时免征教育费附加 教育费附加,《财政部 税务总局关于黄金有关税收政策的公告》 财政部 税务总局公告2025年第11号 ,,,,,,有效,,,,,,减免税政策代码目录20260218,1,,2026-02-18 04:29:40,2026-02-18 04:29:40,
